278.4574327,364.640502,562.8081565
0.103345587,0.105389723,0.161741075
0.012322356,0.010888158,0.014502241
0.010535054,0.010995314,0.025966089
0.102640413,0.104858542,0.161139968
15.54838172,17.77022941,22.24582482
17.08849665,17.77118995,41.85628058
21.35883254,23.02370193,28.36256286
0.030866639,0.044028828,0.378992341
652.0729044,212.5141899,493.0144764
0.124579264,0.097726468,0.107760636
0.013211976,0.011162372,0.011749785
0.015355034,0.009431759,0.011481473
0.123915429,0.097117243,0.107151637
22.85753212,13.8645038,20.13007799
24.8319887,15.2807401,18.5797676
31.49820664,18.0224583,28.45944458
0.153551709,0.01888123,0.064910039
382.6505694,393.2208695,858.9112798
0.098544959,0.104790977,0.15930981
0.012389438,0.010716553,0.012489983
0.009563588,0.0108731,0.02523939
0.097793599,0.104274158,0.158869098
17.47057709,18.47598212,27.51393473
15.53777434,17.56983827,40.60738466
26.61577115,23.5159925,33.66076708
0.034954335,0.046430172,0.546465803
319.4968679,336.3370249,386.2141847
0.117183744,0.098286071,0.135144241
0.017601853,0.011944496,0.017496561
0.013430599,0.009523433,0.017969067
0.11589046,0.097588078,0.134048748
16.06599861,16.84063812,17.85076506
21.97124784,15.4562429,29.22234535
24.45081109,24.82895788,26.28654289
0.057559143,0.030466229,0.124547849
350.4025599,430.6694377,344.9248452
0.111383337,0.105805972,0.154149223
0.011586958,0.010193748,0.014361381
0.012279665,0.011097927,0.023570465
0.11081365,0.105346701,0.153526757
17.1544464,18.68873186,17.417567
19.84999643,17.91184606,38.01917248
24.99419325,27.68734238,23.97068174
0.052771236,0.052976685,0.19138934
642.7266731,360.420485,373.0730507
0.140848603,0.108265117,0.123208484
0.014557968,0.011251113,0.013514089
0.019638669,0.011601999,0.015007079
0.140138034,0.107712577,0.122503385
22.97194462,17.31640715,17.62631278
31.74132622,18.75413696,24.28852896
31.17256847,25.62468937,25.94174811
0.247575332,0.048454275,0.083915696
249.2321801,354.6400367,525.7171382
0.110259542,0.135782145,0.170308472
0.012322133,0.012358756,0.014657413
0.01201284,0.018295487,0.028808141
0.109603101,0.13526081,0.169729612
14.60641278,17.70126262,21.16325617
19.45146664,29.49886528,46.40796116
20.29035209,24.12827402,28.92023898
0.035921333,0.118558489,0.435752179
442.7563965,358.5974265,540.2491093
0.117278713,0.10230936,0.127310533
0.013802289,0.010476694,0.013118
0.013572276,0.010363922,0.016045919
0.116500112,0.101803347,0.126672486
18.71904855,17.51414854,20.74869244
22.00687452,16.74752835,25.93275494
27.88043451,25.19932516,29.82294331
0.081456768,0.03846913,0.138924932
208.8210368,718.1335071,552.4502642
0.084768168,0.122449824,0.126098153
0.012749783,0.011626053,0.013186183
0.007027477,0.014868087,0.015736704
0.083830051,0.121934765,0.125446022
13.47436521,24.1431547,21.55643568
11.49702756,23.99033514,25.4411909
18.09772956,32.37114998,29.50265412
0.010299832,0.158552223,0.136639957
