1,2,3,4,5,6,7,8,9,10,11,12,13
0.98307,0.95052,0.95434,0.89567,-0.11346,0.092574,5.9624,3.8767,-0.13142,-0.16088,0.9769,0.9464,2
0.98509,0.9356,0.95688,0.86918,-0.11968,0.083061,4.9943,4.1067,-0.003936,-0.032741,0.9782,0.9323,2
0.9837,0.94386,0.95682,0.88481,-0.10788,0.08243,5.1354,3.7191,-0.021493,-0.14902,0.97817,0.94065,2
0.98821,0.95065,0.96343,0.89971,-0.11808,0.069065,5.5433,4.0198,-0.047429,-0.051683,0.98154,0.94853,2
0.98381,0.94763,0.95607,0.88996,-0.1123,0.093729,5.1785,3.7065,-0.082505,-0.087289,0.97779,0.94338,2
0.98287,0.94361,0.95466,0.88164,-0.11036,0.097475,5.5747,3.6614,-0.0036494,-0.04984,0.97706,0.93896,2
0.98668,0.95295,0.96177,0.90185,-0.1121,0.08368,5.3491,3.627,-0.073067,-0.1034,0.9807,0.94966,2
0.9882,0.95409,0.96428,0.90497,-0.11431,0.077944,5.63,3.8498,-0.0074187,0.0067215,0.98198,0.9513,2
0.98433,0.94043,0.96043,0.87762,-0.096315,0.086769,5.7127,3.769,0.030433,-0.085485,0.98001,0.93681,2
0.98227,0.9452,0.95554,0.8873,-0.10061,0.082658,5.1642,3.5156,-0.014496,-0.036843,0.97752,0.94197,2
0.98938,0.94848,0.96647,0.8936,-0.11488,0.082204,5.1135,3.8881,-0.036453,-0.11955,0.98309,0.9453,2
0.98631,0.94859,0.96016,0.89368,-0.11595,0.082994,5.0205,4.013,-0.060393,-0.12465,0.97988,0.94535,2
0.98258,0.9498,0.95527,0.89421,-0.10488,0.092965,5.2991,3.7587,-0.089632,-0.15557,0.97738,0.94563,2
0.98496,0.94017,0.96097,0.87561,-0.099843,0.095119,4.9129,3.8193,-0.11387,-0.10934,0.98029,0.93574,2
0.98302,0.94997,0.95536,0.89634,-0.10844,0.082825,5.5388,3.7901,0.062242,-0.12794,0.97742,0.94675,2
0.98473,0.94884,0.95979,0.89312,-0.10347,0.088968,5.1116,3.6282,-0.096195,-0.15083,0.97969,0.94505,2
0.98357,0.94094,0.9563,0.87648,-0.10915,0.098103,4.9261,4.1369,-0.012356,-0.20631,0.97791,0.93621,2
0.98613,0.94754,0.95998,0.89086,-0.11523,0.087794,5.194,3.941,-0.023281,-0.10483,0.97979,0.94385,2
0.98574,0.95214,0.96054,0.89953,-0.10926,0.088255,4.9246,3.9117,-0.0077659,-0.1482,0.98007,0.94843,2
0.98784,0.94925,0.96466,0.89402,-0.10939,0.088303,5.392,3.6809,-0.050693,-0.039931,0.98217,0.94552,2
0.98606,0.94817,0.96064,0.89268,-0.11173,0.084192,4.9627,3.6008,0.029334,-0.1399,0.98012,0.94482,2
0.98343,0.94356,0.95647,0.88494,-0.10703,0.07813,5.5496,4.049,-0.13823,-0.098092,0.97799,0.94071,2
0.98152,0.94654,0.95357,0.88978,-0.10298,0.083057,5.1996,3.9403,-0.020082,-0.15505,0.97651,0.94328,2
0.98517,0.94506,0.96182,0.88611,-0.097688,0.088109,4.8731,4.1119,-0.082643,-0.19937,0.98073,0.94133,2
0.98445,0.95079,0.96135,0.89481,-0.092684,0.099688,5.2104,3.7701,-0.075881,-0.20551,0.98049,0.94594,2
0.98352,0.94811,0.95589,0.89157,-0.11058,0.089946,5.2458,4.1549,-0.086115,-0.11874,0.9777,0.94423,2
0.98457,0.95328,0.95877,0.90236,-0.10682,0.084448,4.76,3.911,-0.048981,-0.14477,0.97917,0.94993,2
0.98457,0.95273,0.95915,0.90097,-0.10501,0.086478,5.7185,4.1966,-0.076852,-0.13412,0.97936,0.9492,2
0.9848,0.94525,0.95901,0.88844,-0.10777,0.076195,5.6029,4.0651,-0.058369,-0.076341,0.97929,0.94257,2
0.98331,0.94897,0.95784,0.89384,-0.099313,0.086297,5.539,3.9407,-0.12677,-0.13596,0.97869,0.94543,2
0.98375,0.9438,0.95957,0.88469,-0.094799,0.082513,6.2997,3.787,0.0057488,-0.13791,0.97958,0.94058,2
0.98556,0.95131,0.95974,0.89831,-0.11128,0.08622,5.2014,3.784,-0.14685,-0.087614,0.97966,0.94779,2
0.98306,0.95089,0.95629,0.89786,-0.10451,0.084126,5.8357,4.1462,-0.12051,-0.24795,0.9779,0.94756,2
0.98592,0.94981,0.96076,0.89509,-0.10986,0.088279,5.7405,3.9036,-0.074697,-0.16457,0.98019,0.94609,2
0.98418,0.95072,0.95742,0.89789,-0.10947,0.081951,5.7599,4.2022,-0.093716,-0.18679,0.97848,0.94757,2
0.98372,0.94965,0.95811,0.89235,-0.1019,0.10112,5.4868,3.6543,-0.12224,-0.13772,0.97883,0.94464,2
0.9862,0.95081,0.9614,0.89841,-0.10949,0.079803,5.4596,3.7499,0.0027013,-0.069873,0.98051,0.94785,2
0.98295,0.94288,0.9553,0.88295,-0.10805,0.082586,5.0836,3.9704,-0.093621,-0.10635,0.9774,0.93965,2
0.98444,0.95191,0.95899,0.89947,-0.10458,0.086063,5.9028,3.7115,-0.059176,-0.048379,0.97928,0.94841,2
0.98512,0.95048,0.95805,0.89591,-0.11499,0.090857,5.8085,3.9132,-0.12717,-0.097825,0.9788,0.94653,2
0.98454,0.94743,0.95818,0.88913,-0.10927,0.096107,5.5002,3.7488,-0.065261,-0.15185,0.97886,0.94293,2
0.98424,0.95203,0.95637,0.89709,-0.11466,0.10007,5.5684,3.8327,-0.14995,-0.13704,0.97794,0.94715,2
0.98604,0.94754,0.96256,0.8862,-0.10257,0.11119,5.1081,3.8295,-0.083692,-0.17364,0.9811,0.94138,2
0.98473,0.94741,0.95813,0.88744,-0.11121,0.10433,5.6933,3.6464,-0.08046,-0.15891,0.97884,0.94204,2
0.98713,0.95189,0.96299,0.89763,-0.11063,0.095983,5.3435,3.7215,-0.039933,-0.085524,0.98132,0.94743,2
0.9833,0.9495,0.95566,0.89209,-0.10958,0.101,5.4438,3.5791,0.017438,-0.033749,0.97758,0.9445,2
0.98234,0.9485,0.95418,0.89123,-0.10771,0.095762,5.6965,3.5215,-0.075721,-0.054692,0.97682,0.94405,2
0.98367,0.95262,0.95708,0.8996,-0.10642,0.09289,4.8306,3.641,-0.10064,-0.12688,0.9783,0.94847,2
0.98354,0.94134,0.95807,0.87832,-0.10033,0.092391,5.8369,3.7482,-0.047418,-0.076334,0.97881,0.93719,2
0.98365,0.95151,0.95754,0.89637,-0.10398,0.098759,4.9681,3.9439,-0.063776,-0.17411,0.97854,0.94677,2
0.98482,0.9471,0.95922,0.88844,-0.107,0.096437,5.3444,3.9869,0.0023798,-0.1834,0.9794,0.94257,2
0.98567,0.94732,0.96123,0.88782,-0.10545,0.10169,5.3049,3.7719,-0.027587,-0.060106,0.98042,0.94224,2
0.98155,0.94679,0.95582,0.88619,-0.091773,0.10472,5.6615,3.4538,-0.13503,-0.12543,0.97766,0.94138,2
0.98356,0.94471,0.95868,0.88406,-0.097527,0.095716,5.2261,3.8645,-0.14308,-0.043716,0.97912,0.94024,2
0.9858,0.95164,0.96118,0.89674,-0.10686,0.098089,5.0951,3.8545,-0.021282,-0.14423,0.9804,0.94697,2
0.98377,0.94067,0.95767,0.87559,-0.10459,0.099949,4.9936,4.1982,-0.11313,-0.21732,0.9786,0.93573,2
0.98341,0.94557,0.96004,0.88424,-0.088626,0.10291,4.942,3.9212,-0.1296,-0.15566,0.97982,0.94034,2
0.988,0.94512,0.96463,0.88715,-0.11098,0.082681,5.2909,4.471,-0.086436,-0.1834,0.98216,0.94189,2
0.98193,0.95195,0.95489,0.89789,-0.10044,0.095194,5.8433,4.2844,-0.12514,-0.15467,0.97718,0.94757,2
0.9836,0.94703,0.95968,0.88845,-0.092699,0.095762,4.8844,3.8115,-0.085717,-0.13361,0.97963,0.94257,2
0.98443,0.95029,0.95993,0.89566,-0.099903,0.090195,5.0094,4.1369,-0.084221,-0.20958,0.97976,0.94639,2
0.98578,0.95,0.96171,0.89543,-0.1042,0.088412,5.1076,3.735,-0.12044,-0.15232,0.98067,0.94627,2
0.98312,0.9471,0.95879,0.88802,-0.092345,0.09861,5.1383,3.6678,-0.14729,-0.11832,0.97918,0.94235,2
0.98732,0.95281,0.96582,0.8981,-0.098972,0.10242,5.1405,3.8986,-0.060115,-0.14498,0.98276,0.94768,2
0.98518,0.95603,0.96074,0.90478,-0.10319,0.09979,5.578,4.0145,-0.12119,-0.17174,0.98017,0.9512,2
0.98213,0.94908,0.95728,0.89168,-0.089981,0.099085,5.3676,4.0488,-0.16508,-0.22156,0.97841,0.94429,2
0.98086,0.944,0.95409,0.88186,-0.093823,0.10006,5.5366,4.175,-0.17914,-0.14393,0.97677,0.93907,2
0.98443,0.95051,0.9599,0.89532,-0.099998,0.09427,4.9148,4.061,-0.19986,-0.19171,0.97974,0.94621,2
0.98274,0.95035,0.95825,0.89462,-0.091258,0.096356,5.4081,4.043,-0.16453,-0.14782,0.9789,0.94584,2
0.98164,0.95028,0.95484,0.89587,-0.097896,0.088934,5.3808,3.9583,-0.1515,-0.12869,0.97716,0.94651,2
0.98173,0.95034,0.95582,0.8968,-0.093662,0.0842,5.3626,3.786,-0.12938,-0.11032,0.97766,0.94699,2
0.98505,0.95063,0.96115,0.89667,-0.099859,0.088209,5.7219,3.8366,-0.18631,-0.12958,0.98038,0.94693,2
0.98248,0.94877,0.95576,0.89269,-0.10152,0.090636,6.0498,3.8949,-0.15717,-0.037119,0.97763,0.94482,2
0.98451,0.94923,0.95953,0.89168,-0.10259,0.10051,5.6228,3.891,-0.20905,-0.14585,0.97956,0.94429,2
0.98306,0.94871,0.95737,0.89129,-0.099154,0.097482,5.3876,4.2208,-0.18897,-0.19241,0.97845,0.94408,2
0.9817,0.95239,0.95459,0.89734,-0.099675,0.1022,5.8667,3.9367,-0.21463,-0.11866,0.97703,0.94728,2
0.98191,0.94886,0.9543,0.89141,-0.10315,0.098307,5.5538,4.1862,-0.14319,-0.20894,0.97688,0.94414,2
0.98146,0.94678,0.95369,0.88885,-0.10183,0.091059,6.2531,4.2749,-0.22164,-0.13653,0.97657,0.94279,2
0.9815,0.95318,0.95299,0.90179,-0.10558,0.086603,5.4358,4.1197,-0.12417,-0.16167,0.97621,0.94963,2
0.98226,0.95065,0.95606,0.8958,-0.097843,0.093134,5.3545,3.9168,-0.1839,-0.1215,0.97778,0.94647,2
0.982,0.9469,0.95702,0.88982,-0.08995,0.086832,5.2575,3.737,-0.080783,-0.11672,0.97828,0.9433,2
0.98176,0.95248,0.95507,0.90084,-0.097916,0.084411,5.7477,3.5529,-0.20648,-0.14322,0.97727,0.94913,2
0.98559,0.95581,0.96103,0.9054,-0.10559,0.094463,6.3211,3.6482,-0.13084,-0.15368,0.98032,0.95153,2
0.98325,0.95665,0.95727,0.90598,-0.10155,0.099757,5.5413,3.8472,-0.087017,-0.17049,0.9784,0.95183,2
0.98482,0.9522,0.96051,0.89803,-0.10077,0.096971,5.3469,3.8793,-0.095182,-0.15802,0.98006,0.94765,2
0.98565,0.95132,0.96242,0.89635,-0.099493,0.097021,5.3591,3.9769,-0.15066,-0.23366,0.98103,0.94676,2
0.98448,0.94976,0.96,0.89505,-0.10004,0.088003,5.1502,4.174,-0.076938,-0.20047,0.9798,0.94607,2
0.98468,0.94971,0.96022,0.89464,-0.10081,0.089713,6.0963,3.7282,-0.19163,-0.14639,0.97991,0.94585,2
0.98321,0.94709,0.95927,0.88811,-0.090709,0.098083,6.0488,3.9074,-0.20641,-0.21069,0.97942,0.94239,2
