0.18524,0.024346,0.10078,0.15603,7.8127,2.323,0.68525,3.6993,12.154,5.2045,234.47,1
0.25207,0.05124,0.11267,0.22636,16.25,3.4978,1.3916,5.5207,12.002,4.9529,272.61,1
0.19522,0.030158,0.090486,0.17366,16.256,3.5332,1.0493,5.375,13.405,4.9033,222.86,1
0.19238,0.028573,0.093052,0.16903,14.222,3.2207,1.0087,5.2433,11.188,4.9444,221.63,1
0.30043,0.076905,0.1181,0.27732,28.008,4.7091,2.0709,6.8932,10.32,4.9797,293.5,1
0.17489,0.021923,0.093996,0.14806,13.975,2.9992,0.9252,5.2901,7.2332,5.0347,230.67,1
0.24206,0.047962,0.1049,0.219,26.895,4.4546,1.672,6.9075,14.693,4.9266,256.37,1
0.17616,0.024621,0.081256,0.15691,31.803,4.9553,1.2259,6.9588,3.3908,4.9752,205.4,1
0.17632,0.021603,0.098254,0.14698,7.9301,2.271,0.74403,4.2197,15.028,5.0127,233.83,1
0.18568,0.025864,0.093874,0.16082,9.9954,2.6926,0.8308,4.4745,20.087,4.8954,213.13,1
0.19218,0.028842,0.091186,0.16983,19.776,3.8321,1.1127,5.7899,19.481,4.9776,213.77,1
0.22563,0.040159,0.10517,0.2004,20.958,3.8716,1.4144,6.2688,5.4824,5.022,256.22,1
0.31049,0.082306,0.12139,0.28689,18.196,3.9094,1.7072,5.4984,30.238,4.8777,291.72,1
0.1924,0.028499,0.093497,0.16882,14.632,3.2965,1.0108,5.2534,2.43,4.8882,223.82,1
0.1886,0.02789,0.088852,0.167,22.928,4.0918,1.2157,6.4463,10.273,4.9875,233,1
0.2212,0.038759,0.10233,0.19687,18.588,3.7424,1.2403,5.6072,12.645,5.0091,245.07,1
0.20718,0.033753,0.097119,0.18372,19.16,3.7332,1.258,6.0719,9.4326,4.946,227.57,1
0.28927,0.06713,0.13065,0.2591,14.554,3.3276,1.5862,5.4833,15.744,5.1604,306.68,1
0.19185,0.028492,0.092396,0.1688,16.111,3.4683,1.0316,5.377,7.3307,4.9477,217.18,1
0.25442,0.051728,0.11578,0.22744,15.131,3.3281,1.4089,5.5375,14.737,4.9104,284.68,1
0.22719,0.04281,0.095597,0.20691,31.782,5.0425,1.6045,7.0622,6.21,5.0312,233.59,1
0.17336,0.022199,0.089595,0.14899,11.717,2.9106,0.78249,4.5136,12.928,5.008,208.97,1
0.18617,0.026257,0.092768,0.16204,12.999,3.1162,0.93256,5.0092,11.831,5.0222,220.88,1
0.16272,0.020408,0.078915,0.14286,22.468,3.9996,1.018,6.2565,13.662,4.7851,195.94,1
0.21398,0.03571,0.10176,0.18897,22.224,3.9878,1.3391,6.258,9.4794,5.1126,237.3,1
0.23627,0.043486,0.11257,0.20853,12.481,3.0136,1.2113,5.1267,15.631,4.9791,259.91,1
0.22553,0.041325,0.099296,0.20328,24.571,4.3074,1.4655,6.4982,8.868,5.0216,244.42,1
0.16829,0.020183,0.091085,0.14207,9.9245,2.5527,0.73252,4.3526,9.5074,4.9784,212.09,1
0.20987,0.035131,0.095861,0.18743,25.913,4.3971,1.2818,6.1075,20.719,4.9765,240.08,1
0.20339,0.032011,0.098,0.17892,16.145,3.4754,1.0147,4.9892,7.0703,4.9487,233.57,1
0.16873,0.020925,0.08779,0.14466,14.243,3.1117,0.88539,5.2473,10.592,4.9895,211.39,1
0.18171,0.026131,0.084212,0.16165,24.525,4.3349,1.1419,6.2838,10.241,4.8615,204.13,1
0.18252,0.025005,0.092202,0.15813,19.569,3.6257,1.1168,6.1188,19.983,4.9476,223.32,1
0.20495,0.032515,0.098692,0.18032,20.727,3.7922,1.2864,6.2767,15.337,4.9547,237.76,1
0.25403,0.05215,0.11308,0.22836,17.862,3.7117,1.4457,5.6912,6.616,5.001,277.78,1
0.21322,0.035177,0.10276,0.18755,12.647,3.095,0.96856,4.5425,7.5784,4.9681,239.79,1
0.18702,0.027146,0.08968,0.16476,14,3.2291,0.92081,4.9235,7.4078,4.8208,218.67,1
0.18346,0.02521,0.092966,0.15878,16.243,3.3759,0.9592,5.2284,12.561,4.8626,211,1
0.22927,0.043354,0.097699,0.20822,22.792,4.2207,1.4044,6.1257,10.223,4.8994,229.23,1
0.16776,0.020723,0.087061,0.14396,12.9,3.0273,0.8105,4.8314,13.27,4.8851,209.54,1
0.18721,0.026878,0.09154,0.16394,13.743,3.1762,0.91997,4.914,10.572,4.9235,212.88,1
0.17792,0.022846,0.094797,0.15115,11.368,2.7708,0.85443,4.8023,16.248,4.9811,227.42,1
0.23612,0.044816,0.10622,0.2117,14.948,3.4321,1.1859,5.0224,36.893,4.8895,247.82,1
0.16527,0.020395,0.08413,0.14281,15.004,3.2683,0.8354,5.0547,10.061,4.885,208.1,1
0.19391,0.028238,0.09789,0.16804,14.949,3.2383,1.0491,5.4104,5.8197,5.0962,231.45,1
0.16313,0.019267,0.08657,0.13881,16.253,3.2624,0.88836,5.4456,17.735,5.0078,204.32,1
0.15588,0.01755,0.082979,0.13248,14.511,3.1067,0.84026,5.3903,11.178,4.988,203.7,1
0.12024,0.010011,0.067263,0.10006,15.606,3.2078,0.64706,5.3814,12.137,4.8392,181.4,1
0.23503,0.042969,0.11226,0.20729,12.004,3.0017,1.0811,4.5998,16.322,5.0941,257.72,1
0.2054,0.032814,0.098133,0.18115,13.721,3.1988,1.0738,5.2277,9.8473,4.9601,232.37,1
0.18458,0.025877,0.091624,0.16086,12.135,2.9673,0.92637,5.0187,5.0857,5.0034,218.85,1
0.21921,0.036747,0.10767,0.19169,10.992,2.8008,1.0118,4.6156,10.091,5.0213,246.08,1
0.1947,0.02919,0.094573,0.17085,15.094,3.3124,1.0033,5.1528,14.547,4.9005,222.6,1
0.14867,0.015247,0.083515,0.12348,12.359,2.8014,0.70324,4.7301,7.5088,5.0463,201.36,1
0.16305,0.018418,0.091154,0.13571,9.3388,2.4408,0.7258,4.4515,8.4188,5.0405,224.99,1
0.16638,0.019973,0.088682,0.14133,14.092,3.1198,0.80102,4.8144,7.132,5.005,221.14,1
0.23336,0.04387,0.10454,0.20945,20.343,3.9259,1.4376,6.1604,13.416,4.9969,240.76,1
0.27972,0.064995,0.11728,0.25494,26.761,4.5119,1.9013,6.7971,13.188,4.9741,269.72,1
0.18584,0.027228,0.086714,0.16501,27.87,4.5665,1.2494,6.7232,5.0217,5.0009,202.59,1
0.16765,0.020469,0.088307,0.14307,13.805,3.0087,0.86012,5.1303,7.5597,4.9781,216.24,1
0.17084,0.022335,0.083805,0.14945,22.157,4.013,1.0402,6.089,15.07,4.9439,222.88,1
0.16182,0.018601,0.087924,0.13638,9.3389,2.4936,0.72677,4.4911,10.598,4.9287,211.42,1
0.20424,0.031977,0.099918,0.17882,11.574,2.9659,0.90443,4.4283,2.3788,4.9645,241.28,1
0.22673,0.03987,0.10884,0.19968,15.744,3.401,1.243,5.4821,13.613,4.9442,276.17,1
0.26581,0.060226,0.10438,0.24541,33.34,5.1512,1.9456,7.3197,4.9111,4.979,254.69,1
0.28595,0.06878,0.11627,0.26226,25.048,4.3934,1.9091,6.6765,9.2258,4.9122,287.49,1
0.18347,0.025688,0.090396,0.16027,20.514,3.7476,1.1329,6.1747,13.725,4.9212,225.94,1
0.22883,0.041389,0.10628,0.20344,20.228,3.8844,1.3704,5.9888,7.0355,5.0865,247.36,1
0.19158,0.027672,0.096156,0.16635,17.679,3.5103,1.1118,5.803,8.7062,5.128,230.06,1
0.22294,0.039997,0.10007,0.19999,12.121,3.0964,1.0319,4.6288,19.425,4.8799,247.34,1
0.21869,0.038032,0.10044,0.19502,19.076,3.7165,1.316,6.0176,8.9262,4.9773,234.77,1
0.19068,0.028358,0.090672,0.1684,20.372,3.8308,1.1124,5.8339,17.818,4.9494,210.41,1
0.23365,0.044009,0.10453,0.20978,27.658,4.5451,1.5692,6.716,14.622,5.0198,239.07,1
0.26397,0.057691,0.11151,0.24019,35.686,5.2586,1.9664,7.4495,8.8569,5.0285,260.14,1
0.20372,0.03298,0.093694,0.1816,22.748,4.0749,1.2701,6.2346,12.541,4.8146,228.07,1
0.24088,0.046603,0.10855,0.21588,18.505,3.7385,1.4364,5.9631,13.266,5.0288,274.72,1
0.19663,0.029927,0.094692,0.17299,20.394,3.8021,1.2252,6.231,9.4807,4.914,238.08,1
0.18871,0.025642,0.10084,0.16013,10.038,2.5849,0.84454,4.4753,15.209,5.0966,244.87,1
0.18271,0.025536,0.089696,0.1598,13.705,3.2218,0.8952,4.8995,12.186,4.8933,222.83,1
0.22775,0.040836,0.10654,0.20208,16.658,3.5239,1.2396,5.4426,5.1234,5.0017,249.97,1
0.21349,0.036672,0.095869,0.1915,20.834,3.9196,1.3365,6.2601,7.5556,4.9142,237.51,1
0.20881,0.033828,0.10018,0.18392,12.673,3.0408,1.0788,5.1663,20.727,4.8274,246,1
0.18669,0.026237,0.093903,0.16198,14.632,3.2769,0.94794,5.0777,9.4,5.0258,230.97,1
0.21837,0.038524,0.097269,0.19628,22.615,4.1963,1.3227,6.057,8.5792,4.9323,237.53,1
0.17479,0.022717,0.089492,0.15072,14.478,3.1885,0.896,5.1263,9.126,4.897,211.15,1
0.21619,0.03653,0.10242,0.19113,22.871,4.022,1.3989,6.4709,12.477,4.9628,238.09,1
0.21283,0.03632,0.096212,0.19058,28.71,4.7037,1.421,6.677,11.082,4.9109,224.92,1
0.29222,0.07216,0.11743,0.26863,32.398,5.0158,2.1014,7.1911,11.51,4.9015,278.76,1
0.18087,0.025482,0.086203,0.15963,18.873,3.7627,1.0581,5.8499,9.6776,4.9463,205.48,1
0.17371,0.023916,0.080271,0.15465,25.661,4.3197,1.1692,6.7308,9.3032,4.8245,207.82,1
0.24617,0.048199,0.11303,0.21954,19.925,3.8332,1.4382,5.8423,10.234,5.0383,269.09,1
0.187,0.027466,0.08785,0.16573,17.848,3.6528,1.0188,5.4479,2.6329,4.8631,218.55,1
0.20037,0.03213,0.090929,0.17925,22.964,4.1209,1.2956,6.466,9.2208,4.8826,212.5,1
0.2196,0.040144,0.091594,0.20036,30.792,4.8825,1.5604,7.1059,9.7216,4.9625,230.48,1
0.17342,0.021695,0.092454,0.14729,15.47,3.1488,0.98224,5.6639,17.415,5.0039,220.36,1
0.13228,0.012511,0.071299,0.11185,12.098,2.9035,0.57101,4.3168,7.5832,4.756,172.81,1
0.20652,0.034674,0.090812,0.18621,24.992,4.3738,1.3763,6.6641,14.36,4.8748,232.85,1
0.18607,0.026395,0.091832,0.16246,12.246,2.9961,0.90385,4.8575,11.359,4.9301,224.07,1
0.16487,0.020919,0.080155,0.14463,18.305,3.7097,0.92392,5.604,6.9519,4.8478,190.15,1
0.18201,0.02556,0.088129,0.15987,12.777,3.1503,0.79795,4.3841,5.8837,4.6893,209.14,1
0.15684,0.017718,0.083779,0.13311,11.369,2.8393,0.67518,4.3049,8.7399,5.0321,194.18,1
0.23339,0.044355,0.10228,0.21061,22.748,4.1631,1.3724,5.88,17.244,4.9356,243.58,1
0.17144,0.020031,0.09755,0.14153,9.2218,2.3464,0.806,4.7014,10.88,5.2441,240.28,1
0.14503,0.015039,0.078167,0.12264,10.974,2.7334,0.64793,4.4676,4.2446,4.8499,191.43,1
0.26917,0.061237,0.10811,0.24746,25.329,4.4295,1.8042,6.703,12.016,4.8995,260.99,1
0.17611,0.023118,0.089869,0.15204,17.44,3.4738,1.0255,5.8229,7.539,4.9142,214.16,1
0.20517,0.033056,0.096419,0.18181,19.118,3.7549,1.1823,5.7623,8.4878,4.9669,225.3,1
0.23389,0.044445,0.10299,0.21082,31.084,4.8296,1.6563,7.0815,8.3543,4.8316,245.56,1
0.26643,0.060225,0.10595,0.24541,38.185,5.4628,2.0525,7.7038,9.4669,4.9576,255.25,1
0.18137,0.024984,0.090029,0.15806,17.107,3.5023,0.95524,5.2667,10.935,5.0207,207.82,1
0.18145,0.024046,0.0952,0.15507,15.867,3.2494,1.0179,5.6101,5.1196,4.9974,240.42,1
0.23098,0.043432,0.10126,0.2084,21.027,4.03,1.4255,6.1716,8.0766,5.0448,239.87,1
0.25416,0.052172,0.11327,0.22841,15.655,3.4481,1.3828,5.4406,12.196,4.9363,274.21,1
0.14722,0.015021,0.082281,0.12256,7.736,2.2969,0.51397,3.4911,9.3666,4.9536,194.28,1
0.16413,0.020122,0.083503,0.14185,19.856,3.6765,0.97575,5.945,5.6846,4.9698,201.86,1
0.15686,0.018293,0.080343,0.13525,16.928,3.3687,0.86926,5.5415,11.752,4.8266,189,1
0.14139,0.013961,0.078345,0.11816,11.946,2.7674,0.69849,4.9402,8.3516,4.9644,189.24,1
0.17285,0.022172,0.08875,0.1489,15,3.2041,0.94314,5.4565,14.034,4.9707,203.01,1
0.22086,0.03793,0.10555,0.19476,13.283,3.1217,1.1547,5.2282,3.5736,5.0204,275.62,1
0.20875,0.034589,0.096209,0.18598,16.715,3.5498,1.179,5.6481,13.701,4.8996,238.04,1
